i,j,delta,beta,priority,integral,max_delta,pi
2,9,360,0.09,0.05,1659.4,1.1876,-0.095127
2,9,360,0.1,0.05,779.15,0.27453,0.74684
2,9,360,0.11,0.05,754.95,0.27453,0.74684
2,9,360,0.12,0.05,734.48,0.27453,0.74684
2,9,360,0.13,0.05,715.2,0.27453,0.74684
2,9,360,0.15,0.05,675.45,0.27453,0.74684
2,9,360,0.16,0.05,654.04,0.27453,0.74684
2,9,360,0.17,0.05,636.76,0.27453,0.74684
2,9,360,0.19,0.05,612.4,0.27453,0.74684
2,9,360,0.2,0.05,604.08,0.27453,0.74684
2,9,420,0.08,0.05,2516.5,1.3571,-0.25139
2,9,420,0.09,0.05,1559.7,1.119,-0.031888
2,9,420,0.1,0.05,756.26,0.27453,0.74684
2,9,420,0.11,0.05,731.89,0.27453,0.74684
2,9,420,0.12,0.05,710.2,0.27453,0.74684
2,9,420,0.15,0.05,642.47,0.27453,0.74684
2,9,420,0.18,0.05,600.95,0.27453,0.74684
2,9,420,0.19,0.05,592.96,0.27453,0.74684
2,9,420,0.2,0.05,586.05,0.27453,0.74684
2,9,480,0.02,0.05,3249.6,1.2405,-0.14392
2,9,480,0.04,0.05,3452.3,1.4033,-0.29403
2,9,480,0.05,0.05,3463.2,1.459,-0.34538
2,9,480,0.06,0.05,3220.7,1.425,-0.31405
2,9,480,0.08,0.05,2486,1.3571,-0.25139
2,9,480,0.09,0.05,1547.1,1.0507,0.031096
2,9,480,0.11,0.05,736.41,0.27453,0.74684
2,9,480,0.12,0.05,717.8,0.27453,0.74684
2,9,480,0.14,0.05,664.04,0.27453,0.74684
2,9,480,0.15,0.05,630.57,0.27453,0.74684
2,9,480,0.16,0.05,600.64,0.27453,0.74684
2,9,480,0.17,0.05,588.65,0.27453,0.74684
2,9,480,0.18,0.05,579.78,0.27453,0.74684
2,9,480,0.2,0.05,565.72,0.27453,0.74684
2,9,540,0.01,0.05,3111.5,1.1606,-0.070193
2,9,540,0.02,0.05,3237.7,1.2395,-0.14296
2,9,540,0.03,0.05,3346.1,1.3201,-0.21732
2,9,540,0.05,0.05,3424.8,1.4585,-0.34497
2,9,540,0.06,0.05,3141.2,1.425,-0.31405
2,9,540,0.08,0.05,2405.2,1.3571,-0.25139
2,9,540,0.1,0.05,739.8,0.27453,0.74684
2,9,540,0.11,0.05,720.25,0.27453,0.74684
2,9,540,0.12,0.05,701.98,0.27453,0.74684
2,9,540,0.13,0.05,682.9,0.27453,0.74684
2,9,540,0.14,0.05,661.18,0.27453,0.74684
2,9,540,0.15,0.05,641.64,0.27453,0.74684
2,9,540,0.16,0.05,625.07,0.27453,0.74684
2,9,540,0.17,0.05,616.83,0.27453,0.74684
2,9,540,0.18,0.05,610.2,0.27453,0.74684
2,9,540,0.2,0.05,582.39,0.27453,0.74684
2,9,600,0.01,0.05,3104.8,1.1606,-0.070193
2,9,600,0.03,0.05,3325.5,1.3201,-0.21732
2,9,600,0.04,0.05,3395.9,1.4025,-0.2933
2,9,600,0.05,0.05,3378.2,1.4585,-0.34497
2,9,600,0.08,0.05,2326.6,1.3571,-0.25139
2,9,600,0.09,0.05,1417.5,1.0306,0.049648
2,9,600,0.1,0.05,724.21,0.27453,0.74684
2,9,600,0.11,0.05,706.92,0.27453,0.74684
2,9,600,0.12,0.05,689.51,0.27453,0.74684
2,9,600,0.13,0.05,671.76,0.27453,0.74684
2,9,600,0.14,0.05,650.82,0.27453,0.74684
2,9,600,0.15,0.05,630.9,0.27453,0.74684
2,9,600,0.17,0.05,601.95,0.27453,0.74684
2,9,600,0.18,0.05,595.36,0.27453,0.74684
2,9,600,0.19,0.05,589.44,0.27453,0.74684
2,9,660,0.01,0.05,3099.2,1.1606,-0.070193
2,9,660,0.02,0.05,3213.4,1.2395,-0.14296
2,9,660,0.04,0.05,3364.5,1.4025,-0.2933
2,9,660,0.05,0.05,3323.2,1.4585,-0.34497
2,9,660,0.08,0.05,2244.8,1.3571,-0.25139
2,9,660,0.09,0.05,1358.5,1.0306,0.049648
2,9,660,0.11,0.05,692.71,0.27453,0.74684
2,9,660,0.12,0.05,677.08,0.27453,0.74684
2,9,660,0.13,0.05,661.13,0.27453,0.74684
2,9,660,0.16,0.05,604.72,0.27453,0.74684
2,9,660,0.17,0.05,589.21,0.27453,0.74684
2,9,660,0.18,0.05,579.69,0.27453,0.74684
2,9,660,0.19,0.05,573.68,0.27453,0.74684
2,9,660,0.2,0.05,568.32,0.27453,0.74684
2,9,720,0.01,0.05,3093.8,1.1606,-0.070193
2,9,720,0.02,0.05,3202.7,1.2395,-0.14296
2,9,720,0.03,0.05,3288.7,1.3201,-0.21732
2,9,720,0.04,0.05,3334.3,1.4029,-0.29369
2,9,720,0.05,0.05,3270,1.4585,-0.34497
2,9,720,0.08,0.05,2161.9,1.3571,-0.25139
2,9,720,0.09,0.05,1303.2,1.0306,0.049648
2,9,720,0.1,0.05,691.1,0.27484,0.74656
2,9,720,0.11,0.05,677,0.27453,0.74684
2,9,720,0.12,0.05,662.76,0.27453,0.74684
2,9,720,0.13,0.05,647.57,0.27453,0.74684
2,9,720,0.15,0.05,612.34,0.27453,0.74684
2,9,720,0.16,0.05,593.99,0.27453,0.74684
2,9,720,0.18,0.05,564.28,0.27453,0.74684
2,9,720,0.19,0.05,557.74,0.27453,0.74684
2,9,720,0.2,0.05,552.34,0.27453,0.74684
2,10,60,0.01,0.05,3193.1,1.166,-0.075232
2,10,60,0.03,0.05,3607.6,1.3371,-0.23295
2,10,60,0.04,0.05,3806.9,1.4254,-0.31439
2,10,60,0.05,0.05,3975.6,1.4865,-0.37072
2,10,60,0.06,0.05,3600.1,1.4525,-0.33939
2,10,60,0.08,0.05,2824,1.3845,-0.27673
2,10,60,0.09,0.05,1801.5,1.2977,-0.19666
2,10,60,0.1,0.05,751.73,0.23771,0.7808
2,10,60,0.11,0.05,743.8,0.23921,0.77942
2,10,60,0.12,0.05,738.3,0.24072,0.77803
2,10,60,0.13,0.05,733.62,0.24064,0.7781
2,10,60,0.14,0.05,729.13,0.23729,0.78119
2,10,60,0.15,0.05,724.79,0.23489,0.7834
2,10,60,0.16,0.05,720.69,0.23676,0.78168
2,10,60,0.17,0.05,716.84,0.23877,0.77982
2,10,60,0.18,0.05,713.23,0.24083,0.77792
2,10,60,0.2,0.05,706.65,0.23433,0.78391
2,10,120,0.01,0.05,3187.4,1.1665,-0.075645
2,10,120,0.02,0.05,3383.2,1.251,-0.15361
2,10,120,0.03,0.05,3563.3,1.3374,-0.23331
2,10,120,0.04,0.05,3744,1.4258,-0.31475
2,10,120,0.05,0.05,3887,1.4865,-0.37072
2,10,120,0.06,0.05,3547.6,1.4525,-0.33939
2,10,120,0.07,0.05,3208.2,1.4184,-0.308
2,10,120,0.11,0.05,729.92,0.23692,0.78153
2,10,120,0.12,0.05,721.71,0.23281,0.78532
2,10,120,0.13,0.05,714.04,0.23422,0.78402
2,10,120,0.14,0.05,706.7,0.23659,0.78183
2,10,120,0.15,0.05,700.73,0.23539,0.78294
2,10,120,0.17,0.05,689.59,0.23616,0.78223
2,10,120,0.19,0.05,679.38,0.23497,0.78333
2,10,120,0.2,0.05,674.5,0.23329,0.78487
2,10,180,0.01,0.05,3180.1,1.1661,-0.075307
2,10,180,0.02,0.05,3356.8,1.2507,-0.1533
2,10,180,0.03,0.05,3520.6,1.3371,-0.23299
2,10,180,0.04,0.05,3682.9,1.4254,-0.31443
2,10,180,0.06,0.05,3511.2,1.4525,-0.33939
2,10,180,0.1,0.05,726.01,0.23579,0.78257
2,10,180,0.11,0.05,710.1,0.2373,0.78117
2,10,180,0.12,0.05,695.23,0.23573,0.78262
2,10,180,0.13,0.05,677.63,0.23281,0.78532
2,10,180,0.14,0.05,657.84,0.2346,0.78366
2,10,180,0.15,0.05,648.45,0.23488,0.78341
2,10,180,0.16,0.05,639.37,0.23281,0.78532
2,10,180,0.17,0.05,630.44,0.23419,0.78405
2,10,180,0.18,0.05,621.64,0.23427,0.78397
2,10,180,0.2,0.05,605.06,0.23329,0.78487
2,10,240,0.01,0.05,3167.2,1.1661,-0.075307
2,10,240,0.02,0.05,3330,1.2507,-0.1533
2,10,240,0.03,0.05,3477.2,1.3371,-0.23299
2,10,240,0.04,0.05,3620.1,1.4254,-0.31443
2,10,240,0.05,0.05,3706.7,1.4865,-0.37072
2,10,240,0.08,0.05,2714.4,1.3845,-0.27673
2,10,240,0.09,0.05,1694.9,1.261,-0.16279
2,10,240,0.1,0.05,704.57,0.23281,0.78532
2,10,240,0.11,0.05,685.38,0.23525,0.78307
2,10,240,0.12,0.05,666.07,0.23281,0.78532
2,10,240,0.13,0.05,647.94,0.23281,0.78532
2,10,240,0.14,0.05,631,0.23281,0.78532
2,10,240,0.17,0.05,595.52,0.23281,0.78532
2,10,240,0.18,0.05,581.55,0.23281,0.78532
2,10,240,0.19,0.05,566.55,0.23281,0.78532
2,10,240,0.2,0.05,551.28,0.23329,0.78487
2,10,300,0.01,0.05,3154.6,1.1661,-0.075307
2,10,300,0.02,0.05,3311.7,1.2507,-0.1533
2,10,300,0.03,0.05,3446.4,1.3371,-0.23299
2,10,300,0.04,0.05,3574.1,1.4254,-0.31443
2,10,300,0.05,0.05,3635.4,1.4865,-0.37072
2,10,300,0.06,0.05,3411.8,1.4525,-0.33939
2,10,300,0.07,0.05,3120.4,1.4184,-0.308
2,10,300,0.09,0.05,1646.4,1.219,-0.12409
2,10,300,0.1,0.05,694.07,0.23726,0.78122
2,10,300,0.11,0.05,673.27,0.23458,0.78368
2,10,300,0.12,0.05,652.24,0.23281,0.78532
2,10,300,0.13,0.05,630.31,0.23281,0.78532
2,10,300,0.14,0.05,610.23,0.23281,0.78532
2,10,300,0.15,0.05,589.17,0.23281,0.78532
2,10,300,0.16,0.05,568.56,0.23281,0.78532
2,10,300,0.17,0.05,548.27,0.23281,0.78532
2,10,300,0.2,0.05,499.36,0.23329,0.78487
2,10,360,0.04,0.05,3547.3,1.4254,-0.31443
2,10,360,0.06,0.05,3374.6,1.4525,-0.33939
2,10,360,0.08,0.05,2589.2,1.3845,-0.27673
2,10,360,0.09,0.05,1544.9,1.1523,-0.062607
2,10,360,0.1,0.05,659.47,0.24025,0.77846
2,10,360,0.13,0.05,607.36,0.2363,0.7821
2,10,360,0.15,0.05,574.82,0.23971,0.77896
2,10,360,0.16,0.05,556.51,0.2418,0.77703
2,10,360,0.17,0.05,540.61,0.23723,0.78125
2,10,360,0.19,0.05,518.71,0.23607,0.78232
2,10,360,0.2,0.05,511.5,0.24095,0.77781
2,10,420,0.01,0.05,3135.9,1.1664,-0.075578
2,10,420,0.02,0.05,3285.9,1.2519,-0.15444
2,10,420,0.03,0.05,3415,1.3384,-0.23415
2,10,420,0.04,0.05,3519.4,1.4266,-0.31556
2,10,420,0.05,0.05,3548.7,1.4865,-0.37072
2,10,420,0.06,0.05,3325.6,1.4525,-0.33939
2,10,420,0.07,0.05,2983.8,1.4184,-0.308
2,10,420,0.08,0.05,2497.1,1.3845,-0.27673
2,10,420,0.09,0.05,1449.5,1.084,0.00037613
2,10,420,0.1,0.05,640.42,0.24741,0.77185
2,10,420,0.11,0.05,620.69,0.24841,0.77093
2,10,420,0.13,0.05,585.57,0.24207,0.77678
2,10,420,0.14,0.05,566.56,0.24385,0.77513
2,10,420,0.15,0.05,546.42,0.2483,0.77103
2,10,420,0.16,0.05,528.01,0.24725,0.772
2,10,420,0.17,0.05,517.25,0.24061,0.77813
2,10,420,0.18,0.05,508.98,0.24281,0.7761
2,10,480,0.01,0.05,3130.5,1.1672,-0.076279
2,10,480,0.02,0.05,3275.4,1.2517,-0.15419
2,10,480,0.03,0.05,3399.3,1.3379,-0.23377
2,10,480,0.04,0.05,3494.6,1.4261,-0.31505
2,10,480,0.05,0.05,3513.3,1.4865,-0.37072
2,10,480,0.07,0.05,2914.9,1.4184,-0.308
2,10,480,0.09,0.05,1434.6,1.0154,0.063621
2,10,480,0.1,0.05,639.93,0.23281,0.78532
2,10,480,0.11,0.05,623.09,0.23281,0.78532
2,10,480,0.13,0.05,593.02,0.23281,0.78532
2,10,480,0.14,0.05,567.76,0.23281,0.78532
2,10,480,0.15,0.05,536.57,0.23305,0.7851
2,10,480,0.18,0.05,491.07,0.24254,0.77634
2,10,480,0.19,0.05,484.79,0.24928,0.77013
2,10,540,0.01,0.05,3123.9,1.1661,-0.075307
2,10,540,0.02,0.05,3262.8,1.2507,-0.1533
2,10,540,0.03,0.05,3380.2,1.3371,-0.23299
2,10,540,0.04,0.05,3467.8,1.4254,-0.31443
2,10,540,0.07,0.05,2830,1.4184,-0.308
2,10,540,0.08,0.05,2372.6,1.3845,-0.27673
2,10,540,0.09,0.05,1369.8,0.98853,0.088445
2,10,540,0.1,0.05,625.79,0.23403,0.78419
2,10,540,0.11,0.05,609.38,0.23282,0.78531
2,10,540,0.12,0.05,595.02,0.23281,0.78532
2,10,540,0.13,0.05,580.08,0.23281,0.78532
2,10,540,0.14,0.05,561.73,0.23281,0.78532
2,10,540,0.18,0.05,515.56,0.23281,0.78532
2,10,600,0.01,0.05,3116.9,1.1661,-0.075307
2,10,600,0.03,0.05,3358.9,1.3371,-0.23299
2,10,600,0.04,0.05,3439.2,1.4254,-0.31443
2,10,600,0.05,0.05,3425.8,1.486,-0.37031
2,10,600,0.06,0.05,3088.5,1.4525,-0.33939
2,10,600,0.07,0.05,2749.4,1.4184,-0.308
2,10,600,0.08,0.05,2292.3,1.3845,-0.27673
2,10,600,0.09,0.05,1310.7,0.98853,0.088445
2,10,600,0.1,0.05,612.96,0.23281,0.78532
2,10,600,0.11,0.05,598.06,0.23281,0.78532
2,10,600,0.12,0.05,584.36,0.23281,0.78532
2,10,600,0.14,0.05,553.65,0.23281,0.78532
2,10,600,0.15,0.05,535.11,0.23281,0.78532
2,10,600,0.16,0.05,518.88,0.23281,0.78532
2,10,600,0.17,0.05,508.55,0.23281,0.78532
2,10,600,0.18,0.05,502.98,0.23281,0.78532
2,10,600,0.19,0.05,497.99,0.23281,0.78532
2,10,600,0.2,0.05,493.47,0.23329,0.78487
2,10,660,0.01,0.05,3111.1,1.1661,-0.075307
2,10,660,0.03,0.05,3339.4,1.3371,-0.23299
2,10,660,0.04,0.05,3407.3,1.4254,-0.31443
2,10,660,0.05,0.05,3369.5,1.486,-0.37031
2,10,660,0.08,0.05,2208.6,1.3845,-0.27673
2,10,660,0.1,0.05,599.55,0.23374,0.78446
2,10,660,0.11,0.05,586.41,0.23308,0.78507
2,10,660,0.13,0.05,560.9,0.23281,0.78532
2,10,660,0.14,0.05,547.08,0.23281,0.78532
2,10,660,0.15,0.05,529.46,0.23281,0.78532
2,10,660,0.16,0.05,512.69,0.23281,0.78532
2,10,660,0.17,0.05,498.3,0.23281,0.78532
2,10,660,0.18,0.05,489.84,0.23281,0.78532
2,10,660,0.19,0.05,484.76,0.23281,0.78532
2,10,720,0.01,0.05,3105.5,1.1661,-0.075307
2,10,720,0.03,0.05,3320.9,1.3371,-0.23299
2,10,720,0.04,0.05,3376.5,1.4258,-0.31482
2,10,720,0.05,0.05,3315.7,1.486,-0.37031
2,10,720,0.07,0.05,2580,1.4184,-0.308
2,10,720,0.08,0.05,2124.3,1.3845,-0.27673
2,10,720,0.09,0.05,1201.1,0.98853,0.088445
2,10,720,0.1,0.05,585.65,0.23281,0.78532
2,10,720,0.11,0.05,573.68,0.23281,0.78532
2,10,720,0.12,0.05,561.66,0.2355,0.78284
2,10,720,0.13,0.05,549.25,0.23281,0.78532
2,10,720,0.15,0.05,521.62,0.23281,0.78532
2,10,720,0.17,0.05,489.43,0.23281,0.78532
2,10,720,0.18,0.05,476.99,0.23281,0.78532
2,10,720,0.19,0.05,471.37,0.23281,0.78532
2,10,720,0.2,0.05,466.82,0.23329,0.78487
2,11,60,0.01,0.05,3244.4,1.1854,-0.093104
2,11,60,0.02,0.05,3508.1,1.2899,-0.18945
2,11,60,0.03,0.05,3753.9,1.3966,-0.28782
2,11,60,0.04,0.05,4003,1.5056,-0.38835
2,11,60,0.06,0.05,3688.8,1.5487,-0.42808
2,11,60,0.07,0.05,3151.3,1.5146,-0.39669
2,11,60,0.09,0.05,1117.5,1.1185,-0.031376
2,11,60,0.1,0.05,14.168,0.048152,0.9556
2,11,60,0.11,0.05,14.167,0.056413,0.94798
2,11,60,0.12,0.05,14.164,0.042942,0.9604
2,11,60,0.13,0.05,14.162,0.051436,0.95257
2,11,60,0.14,0.05,14.16,0.052921,0.9512
2,11,60,0.15,0.05,14.158,0.041502,0.96173
2,11,60,0.16,0.05,14.157,0.040453,0.9627
2,11,60,0.18,0.05,14.156,0.048973,0.95484
2,11,60,0.2,0.05,14.154,0.04613,0.95746
2,11,120,0.01,0.05,3238.3,1.1859,-0.093538
2,11,120,0.02,0.05,3479.5,1.2903,-0.18979
2,11,120,0.03,0.05,3708.3,1.3969,-0.28815
2,11,120,0.04,0.05,3937.9,1.5059,-0.38865
2,11,120,0.05,0.05,4121,1.5826,-0.45941
2,11,120,0.07,0.05,3147.3,1.5146,-0.39669
2,11,120,0.09,0.05,1117.5,1.1185,-0.031376
2,11,120,0.1,0.05,14.153,0.040361,0.96278
2,11,120,0.11,0.05,14.149,0.042081,0.9612
2,11,120,0.13,0.05,14.143,0.037114,0.96578
2,11,120,0.15,0.05,14.139,0.039115,0.96393
2,11,120,0.18,0.05,14.132,0.035958,0.96684
2,11,120,0.19,0.05,14.127,0.035989,0.96681
2,11,120,0.2,0.05,14.119,0.030843,0.97156
2,11,180,0.02,0.05,3451.4,1.2899,-0.18949
2,11,180,0.03,0.05,3662.7,1.3966,-0.28786
2,11,180,0.07,0.05,3143.1,1.5146,-0.39669
2,11,180,0.08,0.05,2515.9,1.4807,-0.36543
2,11,180,0.1,0.05,14.139,0.042992,0.96036
2,11,180,0.11,0.05,14.142,0.041207,0.962
2,11,180,0.12,0.05,14.143,0.035622,0.96715
2,11,180,0.13,0.05,14.141,0.046026,0.95756
2,11,180,0.14,0.05,14.14,0.037473,0.96544
2,11,180,0.18,0.05,14.123,0.031914,0.97057
2,11,240,0.04,0.05,3803.4,1.5056,-0.38839
2,11,240,0.05,0.05,3898.6,1.5826,-0.45941
2,11,240,0.06,0.05,3560.5,1.5487,-0.42808
2,11,240,0.07,0.05,3140.3,1.5146,-0.39669
2,11,240,0.08,0.05,2515.8,1.4807,-0.36543
2,11,240,0.09,0.05,1117.5,1.1185,-0.031385
2,11,240,0.1,0.05,14.139,0.042027,0.96125
2,11,240,0.11,0.05,14.136,0.045832,0.95774
2,11,240,0.14,0.05,14.117,0.035859,0.96693
2,11,240,0.15,0.05,14.114,0.035298,0.96745
2,11,240,0.16,0.05,14.107,0.031371,0.97107
2,11,240,0.18,0.05,14.094,0.027588,0.97456
2,11,300,0.01,0.05,3202,1.1855,-0.093208
2,11,300,0.03,0.05,3580.3,1.3966,-0.28786
2,11,300,0.04,0.05,3747.5,1.5056,-0.38839
2,11,300,0.05,0.05,3824.2,1.5826,-0.45941
2,11,300,0.09,0.05,1113.6,1.1148,-0.027952
2,11,300,0.1,0.05,14.162,0.042608,0.96071
2,11,300,0.11,0.05,14.159,0.032789,0.96976
2,11,300,0.12,0.05,14.154,0.037709,0.96523
2,11,300,0.14,0.05,14.145,0.02658,0.97549
2,11,300,0.15,0.05,14.143,0.030063,0.97228
2,11,300,0.16,0.05,14.141,0.027112,0.975
2,11,300,0.17,0.05,14.138,0.026735,0.97535
2,11,300,0.19,0.05,14.126,0.029504,0.97279
2,11,300,0.2,0.05,14.119,0.030658,0.97173
2,11,360,0.01,0.05,3190.7,1.1855,-0.093208
2,11,360,0.03,0.05,3561.6,1.3966,-0.28786
2,11,360,0.04,0.05,3709.4,1.5056,-0.38839
2,11,360,0.05,0.05,3779.1,1.5826,-0.45941
2,11,360,0.06,0.05,3496.9,1.5487,-0.42808
2,11,360,0.07,0.05,3060.9,1.5146,-0.39669
2,11,360,0.1,0.05,14.146,0.037584,0.96534
2,11,360,0.12,0.05,14.142,0.031863,0.97062
2,11,360,0.14,0.05,14.133,0.033691,0.96893
2,11,360,0.15,0.05,14.129,0.022446,0.9793
2,11,360,0.16,0.05,14.128,0.026678,0.9754
2,11,360,0.17,0.05,14.126,0.024911,0.97703
2,11,360,0.18,0.05,14.125,0.022072,0.97965
2,11,360,0.2,0.05,14.112,0.026562,0.97551
2,11,420,0.01,0.05,3182.4,1.1859,-0.093592
2,11,420,0.02,0.05,3379.1,1.2912,-0.19066
2,11,420,0.03,0.05,3543.4,1.3979,-0.28902
2,11,420,0.04,0.05,3673.9,1.5069,-0.38952
2,11,420,0.05,0.05,3732.3,1.5826,-0.45941
2,11,420,0.06,0.05,3448.2,1.5487,-0.42808
2,11,420,0.08,0.05,2341.5,1.4807,-0.36543
2,11,420,0.09,0.05,983.76,0.98594,0.090828
2,11,420,0.1,0.05,14.126,0.033925,0.96872
2,11,420,0.12,0.05,14.129,0.033513,0.9691
2,11,420,0.14,0.05,14.124,0.03024,0.97211
2,11,420,0.16,0.05,14.116,0.024796,0.97713
2,11,420,0.19,0.05,14.104,0.025114,0.97684
2,11,420,0.2,0.05,14.094,0.026205,0.97584
2,11,480,0.01,0.05,3175.7,1.1863,-0.093971
2,11,480,0.04,0.05,3645.1,1.5056,-0.38839
2,11,480,0.05,0.05,3692.1,1.5826,-0.45938
2,11,480,0.06,0.05,3368.2,1.5487,-0.42808
2,11,480,0.07,0.05,2888.6,1.5146,-0.39669
2,11,480,0.08,0.05,2252.7,1.4807,-0.36543
2,11,480,0.12,0.05,14.099,0.032319,0.9702
2,11,480,0.13,0.05,14.092,0.039063,0.96398
2,11,480,0.14,0.05,14.085,0.030693,0.9717
2,11,480,0.19,0.05,14.067,0.019671,0.98186
2,11,540,0.01,0.05,3167.9,1.1855,-0.093208
2,11,540,0.03,0.05,3501.3,1.3966,-0.28786
2,11,540,0.04,0.05,3614.2,1.5056,-0.38839
2,11,540,0.06,0.05,3278.4,1.5487,-0.42808
2,11,540,0.07,0.05,2797.8,1.5146,-0.39669
2,11,540,0.08,0.05,2163.9,1.4807,-0.36543
2,11,540,0.09,0.05,862.6,0.84947,0.21667
2,11,540,0.1,0.05,14.127,0.042691,0.96063
2,11,540,0.13,0.05,14.105,0.039063,0.96398
2,11,540,0.15,0.05,14.091,0.028444,0.97377
2,11,540,0.17,0.05,14.078,0.027865,0.9743
2,11,540,0.18,0.05,14.071,0.02328,0.97853
2,11,540,0.19,0.05,14.065,0.018601,0.98285
2,11,540,0.2,0.05,14.055,0.019755,0.98178
2,11,600,0.03,0.05,3477.5,1.3966,-0.28786
2,11,600,0.04,0.05,3582.6,1.5056,-0.38839
2,11,600,0.05,0.05,3594,1.5822,-0.459
2,11,600,0.07,0.05,2706.9,1.5146,-0.39669
2,11,600,0.1,0.05,14.115,0.042691,0.96063
2,11,600,0.11,0.05,14.107,0.034529,0.96816
2,11,600,0.12,0.05,14.099,0.032319,0.9702
2,11,600,0.13,0.05,14.092,0.039063,0.96398
2,11,600,0.15,0.05,14.076,0.028444,0.97377
2,11,600,0.16,0.05,14.069,0.026867,0.97523
2,11,600,0.17,0.05,14.064,0.027865,0.9743
2,11,600,0.18,0.05,14.058,0.02328,0.97853
2,11,600,0.19,0.05,14.051,0.02028,0.9813
2,11,600,0.2,0.05,14.042,0.0214,0.98027
2,11,660,0.01,0.05,3153.2,1.1855,-0.093208
2,11,660,0.02,0.05,3321.5,1.2899,-0.18949
2,11,660,0.03,0.05,3455.2,1.3966,-0.28786
2,11,660,0.05,0.05,3533.8,1.5822,-0.459
2,11,660,0.06,0.05,3101,1.5487,-0.42808
2,11,660,0.07,0.05,2616.1,1.5146,-0.39669
2,11,660,0.08,0.05,1986.3,1.4807,-0.36543
2,11,660,0.09,0.05,758.62,0.76947,0.29045
2,11,660,0.11,0.05,14.076,0.034529,0.96816
2,11,660,0.13,0.05,14.06,0.039063,0.96398
2,11,660,0.14,0.05,14.051,0.030693,0.9717
2,11,660,0.15,0.05,14.044,0.028444,0.97377
2,11,660,0.16,0.05,14.035,0.026867,0.97523
2,11,660,0.17,0.05,14.028,0.027865,0.9743
2,11,660,0.19,0.05,14.017,0.02371,0.97814
2,11,660,0.2,0.05,14.008,0.024826,0.97711
2,11,720,0.01,0.05,3147,1.1855,-0.093208
2,11,720,0.02,0.05,3309.1,1.2899,-0.18949
2,11,720,0.03,0.05,3434.9,1.3966,-0.28786
2,11,720,0.05,0.05,3473.5,1.5822,-0.459
2,11,720,0.07,0.05,2525.3,1.5146,-0.39669
2,11,720,0.11,0.05,14.115,0.034529,0.96816
2,11,720,0.14,0.05,14.094,0.030693,0.9717
2,11,720,0.15,0.05,14.087,0.028444,0.97377
2,11,720,0.17,0.05,14.072,0.027865,0.9743
2,11,720,0.18,0.05,14.066,0.02328,0.97853
2,11,720,0.19,0.05,14.06,0.018518,0.98292
2,11,720,0.2,0.05,14.052,0.01965,0.98188
2,12,60,0.02,0.05,3566.7,1.3093,-0.20732
2,12,60,0.03,0.05,3868.1,1.4313,-0.31983
2,12,60,0.04,0.05,4168.1,1.5563,-0.4351
2,12,60,0.05,0.05,4427.6,1.6457,-0.51753
2,12,60,0.06,0.05,3878.3,1.6118,-0.48628
2,12,60,0.08,0.05,2658.8,1.5439,-0.42366
2,12,60,0.09,0.05,1173.3,1.0284,0.051712
2,12,60,0.1,0.05,140.66,0.049955,0.95393
2,12,60,0.11,0.05,142.86,0.050024,0.95387
2,12,60,0.12,0.05,144.03,0.050624,0.95332
2,12,60,0.14,0.05,144.87,0.050613,0.95333
2,12,60,0.15,0.05,145.72,0.050656,0.95329
2,12,60,0.16,0.05,146.47,0.050667,0.95328
2,12,60,0.17,0.05,147.01,0.050496,0.95344
2,12,60,0.19,0.05,147.88,0.050685,0.95326
2,12,60,0.2,0.05,148.18,0.050686,0.95326
2,12,120,0.01,0.05,3254.7,1.1902,-0.097514
2,12,120,0.05,0.05,4342.9,1.6457,-0.51753
2,12,120,0.06,0.05,3873,1.6118,-0.48628
2,12,120,0.08,0.05,2654.3,1.5439,-0.42366
2,12,120,0.09,0.05,1172.5,1.0286,0.051532
2,12,120,0.1,0.05,139.62,0.049956,0.95393
2,12,120,0.12,0.05,143.35,0.050262,0.95365
2,12,120,0.14,0.05,143.93,0.050644,0.9533
2,12,120,0.15,0.05,144.61,0.050672,0.95327
2,12,120,0.17,0.05,146.07,0.050648,0.9533
2,12,120,0.18,0.05,146.57,0.050599,0.95334
2,12,120,0.19,0.05,147.01,0.050506,0.95343
2,12,120,0.2,0.05,147.4,0.05065,0.95329
2,12,180,0.01,0.05,3246.2,1.1899,-0.097237
2,12,180,0.03,0.05,3774.8,1.4313,-0.31988
2,12,180,0.05,0.05,4300.8,1.6457,-0.51753
2,12,180,0.07,0.05,3350.4,1.5778,-0.4549
2,12,180,0.08,0.05,2655.7,1.5439,-0.42366
2,12,180,0.09,0.05,1169.3,1.0265,0.053444
2,12,180,0.11,0.05,141.23,0.049955,0.95393
2,12,180,0.13,0.05,143.39,0.050199,0.95371
2,12,180,0.15,0.05,143.71,0.050603,0.95334
2,12,180,0.16,0.05,144.38,0.050474,0.95346
2,12,180,0.17,0.05,145.04,0.050725,0.95322
2,12,180,0.18,0.05,145.57,0.050595,0.95334
2,12,180,0.19,0.05,146.07,0.050649,0.9533
2,12,180,0.2,0.05,146.49,0.050683,0.95326
2,12,240,0.01,0.05,3231.5,1.1899,-0.097237
2,12,240,0.02,0.05,3484.7,1.3093,-0.20736
2,12,240,0.03,0.05,3725.6,1.4313,-0.31988
2,12,240,0.04,0.05,3970,1.556,-0.43486
2,12,240,0.05,0.05,4300.4,1.6457,-0.51753
2,12,240,0.06,0.05,3844.9,1.6118,-0.48628
