i,j,delta,beta,priority,integral,max_delta,pi,L_i,v_i,w_i,q_max_i,rho_max_i,L_j,v_j,w_j,q_max_j,rho_max_j
1,3,300,0.08,0.05,2765.93,1.05221,0.0297191,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,300,0.09,0.05,2667.8,1.02706,0.052913,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,300,0.1,0.05,2410.18,0.894838,0.174838,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,300,0.11,0.05,2331.37,0.894838,0.174838,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,300,0.12,0.05,2254.22,0.894838,0.174838,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,300,0.13,0.05,2180.25,0.894838,0.174838,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,300,0.14,0.05,2115.62,0.894838,0.174838,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,300,0.15,0.05,2059.38,0.894906,0.174776,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,300,0.17,0.05,1965.2,0.895636,0.174103,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,300,0.19,0.05,1890.23,0.895738,0.174009,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,300,0.2,0.05,1860.85,0.895661,0.17408,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,360,0.01,0.05,2930.68,1.09333,-0.00819681,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,360,0.02,0.05,2914.34,1.10357,-0.0176407,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,360,0.03,0.05,2893.42,1.11403,-0.0272897,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,360,0.04,0.05,2866.36,1.12473,-0.0371503,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,360,0.05,0.05,2834.52,1.128,-0.0401679,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,360,0.06,0.05,2811.13,1.10273,-0.01687,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,360,0.07,0.05,2756.38,1.0774,0.00649143,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,360,0.09,0.05,2577.26,1.02706,0.052913,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,360,0.1,0.05,2339.49,0.894838,0.174838,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,360,0.11,0.05,2274.7,0.894838,0.174838,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,360,0.12,0.05,2212.59,0.894838,0.174838,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,360,0.14,0.05,2093.63,0.894838,0.174838,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,360,0.15,0.05,2041.46,0.894906,0.174776,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,360,0.16,0.05,1995.01,0.895317,0.174397,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,360,0.17,0.05,1955.96,0.895636,0.174103,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,360,0.18,0.05,1922.69,0.895768,0.173981,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,360,0.2,0.05,1867.64,0.895661,0.17408,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,420,0.02,0.05,2905.25,1.10357,-0.0176407,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,420,0.03,0.05,2876.77,1.11403,-0.0272897,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,420,0.05,0.05,2794.72,1.128,-0.0401679,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,420,0.06,0.05,2761.27,1.10273,-0.01687,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,420,0.09,0.05,2507.39,1.02706,0.052913,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,420,0.1,0.05,2265.14,0.898743,0.171237,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,420,0.11,0.05,2197.97,0.900285,0.169815,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,420,0.12,0.05,2136.69,0.90383,0.166547,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,420,0.13,0.05,2076.38,0.899143,0.170869,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,420,0.14,0.05,2017.08,0.90359,0.166768,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,420,0.15,0.05,1967.75,0.899306,0.170719,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,420,0.17,0.05,1892.6,0.901925,0.168303,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,420,0.18,0.05,1864.67,0.899323,0.170703,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,420,0.2,0.05,1816.59,0.896386,0.173411,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,480,0.01,0.05,2927.53,1.09453,-0.00930415,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,480,0.02,0.05,2906.87,1.10484,-0.0188076,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,480,0.03,0.05,2877.76,1.11529,-0.0284446,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,480,0.05,0.05,2784.8,1.128,-0.0401679,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,480,0.06,0.05,2726.76,1.10273,-0.01687,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,480,0.07,0.05,2648.3,1.0774,0.00649143,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,480,0.1,0.05,2260.64,0.905863,0.164672,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,480,0.11,0.05,2194.98,0.905443,0.16506,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,480,0.12,0.05,2130.52,0.904234,0.166174,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,480,0.13,0.05,2066.02,0.903294,0.167041,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,480,0.14,0.05,2000.72,0.902663,0.167623,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,480,0.15,0.05,1935.3,0.902333,0.167927,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,480,0.16,0.05,1870.47,0.902305,0.167953,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,480,0.17,0.05,1827.56,0.902607,0.167675,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,480,0.18,0.05,1798.6,0.903277,0.167057,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,540,0.01,0.05,2927.02,1.09343,-0.00828587,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,540,0.02,0.05,2906.11,1.10357,-0.0176407,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,540,0.03,0.05,2875.59,1.11403,-0.0272897,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,540,0.05,0.05,2768.85,1.12787,-0.0400509,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,540,0.06,0.05,2689.89,1.10273,-0.01687,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,540,0.07,0.05,2610.14,1.0774,0.00649143,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,540,0.1,0.05,2253.46,0.903917,0.166467,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,540,0.12,0.05,2158.24,0.906591,0.164,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,540,0.14,0.05,2056.77,0.902124,0.16812,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,540,0.15,0.05,2002.98,0.907746,0.162935,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,540,0.17,0.05,1906.35,0.905856,0.164679,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,540,0.18,0.05,1864.19,0.904787,0.165664,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,540,0.19,0.05,1822.14,0.903697,0.166669,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,600,0.01,0.05,2925.18,1.09333,-0.00819681,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,600,0.02,0.05,2902.24,1.10357,-0.0176407,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,600,0.03,0.05,2868.44,1.11403,-0.0272897,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,600,0.06,0.05,2637.37,1.10273,-0.01687,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,600,0.07,0.05,2557.6,1.0774,0.00649143,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,600,0.09,0.05,2421.6,1.02706,0.052913,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,600,0.1,0.05,2205.3,0.895962,0.173802,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,600,0.11,0.05,2159.7,0.894838,0.174838,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,600,0.16,0.05,1968.69,0.895317,0.174397,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,600,0.17,0.05,1939.72,0.895636,0.174103,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,660,0.01,0.05,2923.11,1.09404,-0.00885197,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,660,0.02,0.05,2897.51,1.10432,-0.0183287,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,660,0.03,0.05,2858.94,1.11473,-0.0279335,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,660,0.04,0.05,2797.14,1.12538,-0.0377487,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,660,0.06,0.05,2574.45,1.10273,-0.01687,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,660,0.07,0.05,2494.29,1.0774,0.00649143,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,660,0.09,0.05,2356.52,1.02706,0.052913,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,660,0.1,0.05,2147,0.895962,0.173802,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,660,0.11,0.05,2102.29,0.894838,0.174838,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,660,0.12,0.05,2061.01,0.894838,0.174838,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,660,0.13,0.05,2022.3,0.894838,0.174838,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,660,0.14,0.05,1985.91,0.894838,0.174838,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,660,0.15,0.05,1951.92,0.894906,0.174776,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,660,0.17,0.05,1889.89,0.895636,0.174103,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,720,0.01,0.05,2920.98,1.09333,-0.00819681,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,720,0.02,0.05,2892.42,1.10357,-0.0176407,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,720,0.03,0.05,2848.72,1.11403,-0.0272897,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,720,0.04,0.05,2776.36,1.12515,-0.0375405,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,720,0.05,0.05,2647.3,1.12755,-0.0397535,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,720,0.06,0.05,2510.23,1.10273,-0.01687,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,720,0.07,0.05,2431.35,1.0774,0.00649143,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,720,0.09,0.05,2289.69,1.02706,0.052913,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,720,0.1,0.05,2086.46,0.905374,0.165123,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,720,0.11,0.05,2041.88,0.894838,0.174838,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,720,0.12,0.05,2000.79,0.894838,0.174838,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,720,0.13,0.05,1962.46,0.894838,0.174838,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,720,0.14,0.05,1926.88,0.894838,0.174838,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,720,0.16,0.05,1863.85,0.895317,0.174397,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,720,0.18,0.05,1809.59,0.895768,0.173981,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,720,0.19,0.05,1789.8,0.895738,0.174009,0.61,103,29,1806,79,0.34,103,35,1805,69
1,3,720,0.2,0.05,1771.62,0.895661,0.17408,0.61,103,29,1806,79,0.34,103,35,1805,69
1,4,60,0.01,0.05,3001.85,1.10768,-0.0214271,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,60,0.04,0.05,3182.21,1.18407,-0.0918732,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,60,0.05,0.05,3247.37,1.19919,-0.105813,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,60,0.07,0.05,3251.79,1.14859,-0.0591538,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,60,0.08,0.05,3174.97,1.1234,-0.0359261,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,60,0.09,0.05,3025.16,1.09825,-0.0127322,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,60,0.1,0.05,2542.33,0.784643,0.276453,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,60,0.11,0.05,2515.09,0.784766,0.27634,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,60,0.12,0.05,2485.22,0.787052,0.274232,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,60,0.13,0.05,2458.39,0.784629,0.276466,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,60,0.15,0.05,2415.61,0.78596,0.275239,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,60,0.16,0.05,2397.28,0.78502,0.276105,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,60,0.17,0.05,2380.52,0.786652,0.2746,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,60,0.18,0.05,2364.88,0.784789,0.276319,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,60,0.19,0.05,2350.16,0.785245,0.275898,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,60,0.2,0.05,2336.2,0.786917,0.274356,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,120,0.01,0.05,2998.26,1.1077,-0.0214453,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,120,0.02,0.05,3053.09,1.13261,-0.0444218,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,120,0.03,0.05,3107.69,1.15807,-0.0678972,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,120,0.05,0.05,3193.15,1.19919,-0.105813,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,120,0.06,0.05,3195.96,1.17392,-0.0825152,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,120,0.09,0.05,2940.74,1.09825,-0.0127322,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,120,0.11,0.05,2411.4,0.784496,0.276589,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,120,0.12,0.05,2363.52,0.784496,0.276589,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,120,0.13,0.05,2318.89,0.784496,0.276589,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,120,0.14,0.05,2279.74,0.784496,0.276589,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,120,0.15,0.05,2251.29,0.784496,0.276589,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,120,0.16,0.05,2225.63,0.784496,0.276589,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,120,0.18,0.05,2180.25,0.784789,0.276319,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,120,0.19,0.05,2159.47,0.784812,0.276297,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,120,0.2,0.05,2139.65,0.784721,0.276382,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,180,0.02,0.05,3043.53,1.13261,-0.0444238,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,180,0.03,0.05,3087.62,1.15807,-0.0679004,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,180,0.04,0.05,3112.29,1.18409,-0.0918921,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,180,0.05,0.05,3131.9,1.19919,-0.105813,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,180,0.06,0.05,3123.31,1.17392,-0.0825152,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,180,0.07,0.05,3068.58,1.14859,-0.0591538,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,180,0.09,0.05,2794.7,1.09825,-0.0127322,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,180,0.1,0.05,2319.53,0.784496,0.276589,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,180,0.11,0.05,2263.92,0.784496,0.276589,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,180,0.12,0.05,2205.13,0.784496,0.276589,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,180,0.13,0.05,2149.53,0.784496,0.276589,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,180,0.14,0.05,2099.89,0.784496,0.276589,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,180,0.15,0.05,2062.52,0.784496,0.276589,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,180,0.16,0.05,2026.88,0.784496,0.276589,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,180,0.17,0.05,1992.4,0.78456,0.27653,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,180,0.18,0.05,1958.6,0.784789,0.276319,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,180,0.2,0.05,1893.04,0.784721,0.276382,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,240,0.01,0.05,2984.27,1.1077,-0.0214461,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,240,0.02,0.05,3023.67,1.13261,-0.0444239,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,240,0.04,0.05,3070.59,1.18409,-0.0918921,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,240,0.05,0.05,3077.55,1.19919,-0.105813,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,240,0.06,0.05,3045.09,1.17392,-0.0825152,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,240,0.07,0.05,2967.73,1.14859,-0.0591538,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,240,0.08,0.05,2873.14,1.1234,-0.0359261,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,240,0.1,0.05,2231.75,0.784496,0.276589,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,240,0.13,0.05,2029.94,0.784496,0.276589,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,240,0.14,0.05,1968.16,0.784496,0.276589,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,240,0.15,0.05,1913.48,0.784496,0.276589,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,240,0.16,0.05,1865.47,0.784496,0.276589,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,240,0.17,0.05,1820.58,0.78456,0.27653,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,240,0.18,0.05,1777.89,0.784789,0.276319,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,240,0.2,0.05,1699.29,0.784721,0.276382,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,300,0.01,0.05,2974.52,1.1077,-0.0214461,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,300,0.04,0.05,3044.65,1.18409,-0.0918921,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,300,0.05,0.05,3040.23,1.19919,-0.105813,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,300,0.07,0.05,2916.8,1.14859,-0.0591538,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,300,0.08,0.05,2810.66,1.1234,-0.0359261,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,300,0.09,0.05,2620.85,1.09825,-0.0127322,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,300,0.1,0.05,2152.65,0.784496,0.276589,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,300,0.11,0.05,2075.83,0.784496,0.276589,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,300,0.12,0.05,2000.39,0.784496,0.276589,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,300,0.13,0.05,1930.15,0.784496,0.276589,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,300,0.15,0.05,1819.44,0.784496,0.276589,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,300,0.17,0.05,1733.63,0.78456,0.27653,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,300,0.18,0.05,1697.65,0.784789,0.276319,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,300,0.2,0.05,1640.59,0.784721,0.276382,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,360,0.02,0.05,2984.38,1.13261,-0.0444239,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,360,0.03,0.05,2998.1,1.15807,-0.0679004,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,360,0.05,0.05,3004.16,1.19919,-0.105813,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,360,0.06,0.05,2951.22,1.17392,-0.0825152,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,360,0.07,0.05,2843.57,1.14859,-0.0591538,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,360,0.09,0.05,2522.97,1.09825,-0.0127322,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,360,0.11,0.05,2021.15,0.784496,0.276589,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,360,0.13,0.05,1903.57,0.784496,0.276589,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,360,0.14,0.05,1851.81,0.784496,0.276589,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,360,0.15,0.05,1805.74,0.784496,0.276589,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,360,0.16,0.05,1764.75,0.784496,0.276589,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,360,0.17,0.05,1730.35,0.78456,0.27653,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,360,0.18,0.05,1701.01,0.784789,0.276319,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,360,0.19,0.05,1675.11,0.784812,0.276297,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,420,0.02,0.05,2975.24,1.13261,-0.0444239,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,420,0.03,0.05,2981.31,1.15807,-0.0679004,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,420,0.04,0.05,2977.15,1.18409,-0.0918921,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,420,0.05,0.05,2961.67,1.19919,-0.105813,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,420,0.09,0.05,2454.95,1.09825,-0.0127322,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,420,0.1,0.05,2015.19,0.784496,0.276589,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,420,0.11,0.05,1953.29,0.784496,0.276589,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,420,0.12,0.05,1894.48,0.784922,0.276196,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,420,0.13,0.05,1836.78,0.784609,0.276485,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,420,0.14,0.05,1782.12,0.785077,0.276053,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,420,0.15,0.05,1737.69,0.78672,0.274538,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,420,0.16,0.05,1699.07,0.787598,0.273729,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,420,0.17,0.05,1670.56,0.784738,0.276365,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,420,0.19,0.05,1623.9,0.786708,0.274549,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,420,0.2,0.05,1603.76,0.787485,0.273832,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,480,0.01,0.05,2961.65,1.1089,-0.0225528,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,480,0.02,0.05,2975.01,1.13388,-0.0455894,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,480,0.03,0.05,2979.43,1.15932,-0.0690536,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,480,0.04,0.05,2970.97,1.18532,-0.0930211,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,480,0.05,0.05,2945.95,1.19919,-0.105813,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,480,0.06,0.05,2856.65,1.17392,-0.0825152,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,480,0.07,0.05,2728.39,1.14859,-0.0591538,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,480,0.08,0.05,2610.84,1.1234,-0.0359261,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,480,0.09,0.05,2434.67,1.09825,-0.0127322,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,480,0.1,0.05,2015.35,0.785786,0.275399,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,480,0.11,0.05,1953.46,0.788724,0.27269,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,480,0.12,0.05,1892.09,0.791264,0.270347,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,480,0.14,0.05,1768.63,0.787854,0.273492,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,480,0.15,0.05,1708.48,0.786655,0.274598,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,480,0.16,0.05,1647.8,0.78595,0.275248,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,480,0.17,0.05,1612.6,0.785681,0.275496,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,480,0.2,0.05,1545.71,0.787389,0.273921,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,540,0.01,0.05,2960.17,1.1077,-0.0214461,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,540,0.03,0.05,2974.35,1.15807,-0.0679004,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,540,0.04,0.05,2960.96,1.18409,-0.0918921,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,540,0.05,0.05,2924.71,1.19877,-0.105431,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,540,0.06,0.05,2813.04,1.17392,-0.0825152,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,540,0.07,0.05,2689.86,1.14859,-0.0591538,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,540,0.09,0.05,2425.27,1.09825,-0.0127322,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,540,0.1,0.05,2002.07,0.784496,0.276589,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,540,0.11,0.05,1956.35,0.784496,0.276589,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,540,0.12,0.05,1913.52,0.785627,0.275546,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,540,0.13,0.05,1872.45,0.784496,0.276589,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,540,0.14,0.05,1827.83,0.786377,0.274854,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,540,0.15,0.05,1777.92,0.784496,0.276589,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,540,0.16,0.05,1730.32,0.786577,0.27467,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,540,0.17,0.05,1691.31,0.78456,0.27653,0.61,103,29,1806,79,0.54,103,35,1858,71
1,4,540,0.18,0.05,1653.39,0.786479,0.27476,0.61,103,29,1806,79,0.54,103,35,1858,71
