i,j,delta,beta,priority,integral,max_delta,pi,L_i,v_i,w_i,q_max_i,rho_max_i,L_j,v_j,w_j,q_max_j,rho_max_j
2,7,660,0.06,0.05,2736.33,1.27803,-0.178514,0.23,103,28,1874,85,0.59,104,40,1971,69
2,7,660,0.07,0.05,2428.38,1.24398,-0.147119,0.23,103,28,1874,85,0.59,104,40,1971,69
2,7,660,0.08,0.05,2035.75,1.21008,-0.115858,0.23,103,28,1874,85,0.59,104,40,1971,69
2,7,660,0.09,0.05,1316.11,1.0872,-0.00254916,0.23,103,28,1874,85,0.59,104,40,1971,69
2,7,660,0.1,0.05,792.778,0.326322,0.699087,0.23,103,28,1874,85,0.59,104,40,1971,69
2,7,660,0.11,0.05,776.329,0.326783,0.698662,0.23,103,28,1874,85,0.59,104,40,1971,69
2,7,660,0.12,0.05,760.113,0.326322,0.699087,0.23,103,28,1874,85,0.59,104,40,1971,69
2,7,660,0.13,0.05,743.552,0.326322,0.699087,0.23,103,28,1874,85,0.59,104,40,1971,69
2,7,660,0.15,0.05,702.324,0.326322,0.699087,0.23,103,28,1874,85,0.59,104,40,1971,69
2,7,660,0.17,0.05,664.78,0.326322,0.699087,0.23,103,28,1874,85,0.59,104,40,1971,69
2,7,660,0.18,0.05,652.886,0.326322,0.699087,0.23,103,28,1874,85,0.59,104,40,1971,69
2,7,660,0.19,0.05,644.771,0.32677,0.698674,0.23,103,28,1874,85,0.59,104,40,1971,69
2,7,660,0.2,0.05,637.465,0.327028,0.698436,0.23,103,28,1874,85,0.59,104,40,1971,69
2,7,720,0.01,0.05,2998.09,1.13089,-0.0428374,0.23,103,28,1874,85,0.59,104,40,1971,69
2,7,720,0.02,0.05,3047.35,1.17951,-0.0876658,0.23,103,28,1874,85,0.59,104,40,1971,69
2,7,720,0.03,0.05,3081.8,1.22918,-0.133467,0.23,103,28,1874,85,0.59,104,40,1971,69
2,7,720,0.04,0.05,3086.78,1.28036,-0.180664,0.23,103,28,1874,85,0.59,104,40,1971,69
2,7,720,0.05,0.05,3015.37,1.31156,-0.209431,0.23,103,28,1874,85,0.59,104,40,1971,69
2,7,720,0.07,0.05,2352.78,1.24398,-0.147119,0.23,103,28,1874,85,0.59,104,40,1971,69
2,7,720,0.08,0.05,1960.68,1.21008,-0.115858,0.23,103,28,1874,85,0.59,104,40,1971,69
2,7,720,0.1,0.05,771.546,0.326615,0.698817,0.23,103,28,1874,85,0.59,104,40,1971,69
2,7,720,0.11,0.05,756.162,0.326322,0.699087,0.23,103,28,1874,85,0.59,104,40,1971,69
2,7,720,0.12,0.05,741.227,0.326322,0.699087,0.23,103,28,1874,85,0.59,104,40,1971,69
2,7,720,0.14,0.05,709.81,0.326322,0.699087,0.23,103,28,1874,85,0.59,104,40,1971,69
2,7,720,0.15,0.05,688.096,0.326322,0.699087,0.23,103,28,1874,85,0.59,104,40,1971,69
2,7,720,0.16,0.05,667.869,0.326322,0.699087,0.23,103,28,1874,85,0.59,104,40,1971,69
2,7,720,0.17,0.05,649.376,0.326322,0.699087,0.23,103,28,1874,85,0.59,104,40,1971,69
2,7,720,0.18,0.05,633.636,0.326322,0.699087,0.23,103,28,1874,85,0.59,104,40,1971,69
2,7,720,0.19,0.05,624.915,0.32677,0.698674,0.23,103,28,1874,85,0.59,104,40,1971,69
2,7,720,0.2,0.05,617.52,0.327028,0.698436,0.23,103,28,1874,85,0.59,104,40,1971,69
2,8,60,0.01,0.05,3146.93,1.14855,-0.0591226,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,60,0.02,0.05,3313.33,1.21575,-0.121084,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,60,0.03,0.05,3479.4,1.28424,-0.184242,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,60,0.04,0.05,3635.59,1.3542,-0.248757,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,60,0.06,0.05,3446.15,1.36715,-0.260699,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,60,0.07,0.05,3094.73,1.33311,-0.229304,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,60,0.08,0.05,2670.53,1.29921,-0.198043,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,60,0.09,0.05,1884.69,1.26475,-0.166266,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,60,0.1,0.05,943.965,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,60,0.11,0.05,932.907,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,60,0.12,0.05,925.232,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,60,0.13,0.05,919.112,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,60,0.14,0.05,913.394,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,60,0.15,0.05,907.867,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,60,0.16,0.05,902.628,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,60,0.18,0.05,892.945,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,60,0.19,0.05,888.504,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,60,0.2,0.05,884.275,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,120,0.01,0.05,3142.08,1.14925,-0.0597641,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,120,0.03,0.05,3436.39,1.28466,-0.184631,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,120,0.04,0.05,3575,1.35462,-0.249142,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,120,0.05,0.05,3682.23,1.40113,-0.292031,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,120,0.06,0.05,3413.29,1.36715,-0.260699,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,120,0.07,0.05,3080.92,1.33311,-0.229304,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,120,0.08,0.05,2658.4,1.29921,-0.198043,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,120,0.09,0.05,1873.31,1.26474,-0.16626,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,120,0.1,0.05,935.241,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,120,0.11,0.05,920.789,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,120,0.14,0.05,887.854,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,120,0.15,0.05,880.321,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,120,0.17,0.05,866.353,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,120,0.18,0.05,859.824,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,120,0.2,0.05,847.415,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,180,0.01,0.05,3136.32,1.14888,-0.0594249,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,180,0.03,0.05,3396.43,1.28431,-0.18431,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,180,0.05,0.05,3602.15,1.40113,-0.292031,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,180,0.07,0.05,3056.91,1.33311,-0.229304,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,180,0.08,0.05,2608.52,1.29921,-0.198043,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,180,0.09,0.05,1805.16,1.26473,-0.166255,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,180,0.1,0.05,908.251,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,180,0.11,0.05,886.232,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,180,0.12,0.05,865.214,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,180,0.15,0.05,809.974,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,180,0.16,0.05,798.865,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,180,0.17,0.05,787.565,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,180,0.18,0.05,776.324,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,180,0.19,0.05,765.496,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,180,0.2,0.05,755.242,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,240,0.02,0.05,3249.23,1.21587,-0.121197,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,240,0.03,0.05,3356.55,1.28431,-0.18431,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,240,0.04,0.05,3460.52,1.35426,-0.248808,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,240,0.05,0.05,3534.89,1.40113,-0.292031,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,240,0.06,0.05,3299.29,1.36715,-0.260699,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,240,0.09,0.05,1753.89,1.26471,-0.166236,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,240,0.11,0.05,855.744,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,240,0.12,0.05,832.159,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,240,0.13,0.05,811.529,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,240,0.14,0.05,791.475,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,240,0.17,0.05,738.302,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,240,0.19,0.05,699.668,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,240,0.2,0.05,679.423,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,300,0.01,0.05,3112.62,1.14888,-0.0594249,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,300,0.02,0.05,3233.2,1.21587,-0.121197,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,300,0.03,0.05,3329.58,1.28431,-0.18431,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,300,0.05,0.05,3470.36,1.40113,-0.292031,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,300,0.09,0.05,1706.73,1.25368,-0.156064,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,300,0.1,0.05,861.684,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,300,0.11,0.05,832.899,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,300,0.12,0.05,806.182,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,300,0.13,0.05,780.002,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,300,0.14,0.05,753.812,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,300,0.15,0.05,728.317,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,300,0.16,0.05,703.351,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,300,0.17,0.05,678.184,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,300,0.18,0.05,655.453,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,300,0.19,0.05,636.871,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,300,0.2,0.05,623.691,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,360,0.01,0.05,3101.99,1.14888,-0.0594249,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,360,0.02,0.05,3217.94,1.21587,-0.121197,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,360,0.04,0.05,3396.78,1.35426,-0.248808,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,360,0.05,0.05,3429.65,1.40113,-0.292031,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,360,0.07,0.05,2888.84,1.33311,-0.229304,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,360,0.08,0.05,2411.25,1.29921,-0.198043,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,360,0.09,0.05,1600,1.18762,-0.0951431,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,360,0.1,0.05,820.158,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,360,0.12,0.05,773.087,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,360,0.13,0.05,752.321,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,360,0.14,0.05,731.108,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,360,0.16,0.05,685.981,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,360,0.17,0.05,667.846,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,360,0.18,0.05,653.528,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,360,0.2,0.05,632.545,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,420,0.01,0.05,3094.37,1.14888,-0.0594249,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,420,0.02,0.05,3202.83,1.21649,-0.121766,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,420,0.03,0.05,3302.81,1.28557,-0.185466,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,420,0.04,0.05,3375.69,1.35549,-0.24994,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,420,0.07,0.05,2837.23,1.33311,-0.229304,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,420,0.08,0.05,2361.26,1.29921,-0.198043,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,420,0.09,0.05,1534.54,1.11904,-0.0319037,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,420,0.1,0.05,800.802,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,420,0.11,0.05,774.635,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,420,0.13,0.05,725.229,0.296787,0.726322,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,420,0.14,0.05,698.519,0.298167,0.72505,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,420,0.15,0.05,674.527,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,420,0.17,0.05,640.434,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,420,0.2,0.05,613.15,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,480,0.01,0.05,3090.13,1.15003,-0.0604793,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,480,0.04,0.05,3357.01,1.35527,-0.249744,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,480,0.05,0.05,3359.36,1.40113,-0.292028,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,480,0.06,0.05,3105.58,1.36715,-0.260699,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,480,0.07,0.05,2784.62,1.33311,-0.229304,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,480,0.08,0.05,2346.85,1.29921,-0.198043,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,480,0.09,0.05,1537.28,1.0533,0.0287109,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,480,0.1,0.05,803.897,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,480,0.11,0.05,782.662,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,480,0.12,0.05,761.744,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,480,0.13,0.05,736.958,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,480,0.14,0.05,702.881,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,480,0.15,0.05,666.616,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,480,0.17,0.05,617.717,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,480,0.18,0.05,607.52,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,480,0.19,0.05,598.957,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,540,0.01,0.05,3084.63,1.14888,-0.0594249,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,540,0.02,0.05,3184.45,1.21587,-0.121197,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,540,0.04,0.05,3333.43,1.35426,-0.248808,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,540,0.06,0.05,3028.46,1.36715,-0.260699,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,540,0.08,0.05,2268.51,1.29921,-0.198043,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,540,0.09,0.05,1469.32,1.0533,0.0287109,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,540,0.12,0.05,744.79,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,540,0.13,0.05,723.353,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,540,0.14,0.05,700.608,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,540,0.15,0.05,680.265,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,540,0.16,0.05,662.882,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,540,0.17,0.05,653.848,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,540,0.18,0.05,646.224,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,540,0.19,0.05,632.603,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,540,0.2,0.05,612.537,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,600,0.02,0.05,3172.49,1.21587,-0.121197,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,600,0.03,0.05,3255.1,1.28431,-0.18431,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,600,0.05,0.05,3278.83,1.40068,-0.291616,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,600,0.06,0.05,2949.03,1.36715,-0.260699,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,600,0.1,0.05,766.541,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,600,0.12,0.05,730.846,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,600,0.13,0.05,711.059,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,600,0.14,0.05,688.401,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,600,0.15,0.05,667.622,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,600,0.16,0.05,649.309,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,600,0.17,0.05,636.833,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,600,0.18,0.05,629.403,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,600,0.19,0.05,622.684,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,600,0.2,0.05,616.569,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,660,0.01,0.05,3073.37,1.14888,-0.0594249,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,660,0.02,0.05,3162.38,1.21587,-0.121197,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,660,0.03,0.05,3237.95,1.28431,-0.18431,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,660,0.04,0.05,3275.22,1.35426,-0.248808,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,660,0.05,0.05,3226.01,1.40068,-0.291616,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,660,0.06,0.05,2871.81,1.36715,-0.260699,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,660,0.07,0.05,2541.07,1.33311,-0.229304,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,660,0.08,0.05,2108.63,1.29921,-0.198043,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,660,0.09,0.05,1344.8,1.0533,0.0287109,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,660,0.1,0.05,748.038,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,660,0.11,0.05,732.84,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,660,0.12,0.05,717.441,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,660,0.15,0.05,658.014,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,660,0.16,0.05,639.193,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,660,0.18,0.05,612.36,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,660,0.19,0.05,605.542,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,660,0.2,0.05,599.429,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,720,0.01,0.05,3068.4,1.14888,-0.0594249,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,720,0.02,0.05,3152.41,1.21587,-0.121197,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,720,0.04,0.05,3246.21,1.35468,-0.249198,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,720,0.05,0.05,3174.46,1.40068,-0.291616,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,720,0.06,0.05,2795.17,1.36715,-0.260699,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,720,0.07,0.05,2460.18,1.33311,-0.229304,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,720,0.08,0.05,2028.35,1.29921,-0.198043,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,720,0.09,0.05,1288.77,1.0533,0.0287109,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,720,0.1,0.05,729.298,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,720,0.11,0.05,715.168,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,720,0.12,0.05,701.335,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,720,0.13,0.05,685.042,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,720,0.14,0.05,666.831,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,720,0.15,0.05,645.998,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,720,0.16,0.05,626.79,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,720,0.17,0.05,609.683,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,720,0.18,0.05,595.306,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,720,0.19,0.05,587.917,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,8,720,0.2,0.05,581.741,0.296308,0.726764,0.23,103,28,1874,85,0.6,96,28,1720,80
2,9,60,0.01,0.05,3178.58,1.16048,-0.0701184,0.23,103,28,1874,85,0.41,96,30,1730,76
2,9,60,0.02,0.05,3376.11,1.23987,-0.143323,0.23,103,28,1874,85,0.41,96,30,1730,76
2,9,60,0.03,0.05,3566.33,1.32006,-0.217271,0.23,103,28,1874,85,0.41,96,30,1730,76
2,9,60,0.04,0.05,3751.57,1.40246,-0.293253,0.23,103,28,1874,85,0.41,96,30,1730,76
2,9,60,0.05,0.05,3908.4,1.45899,-0.345382,0.23,103,28,1874,85,0.41,96,30,1730,76
2,9,60,0.07,0.05,3257.04,1.39096,-0.282656,0.23,103,28,1874,85,0.41,96,30,1730,76
2,9,60,0.08,0.05,2872.3,1.35706,-0.251395,0.23,103,28,1874,85,0.41,96,30,1730,76
2,9,60,0.09,0.05,1940.8,1.32248,-0.219503,0.23,103,28,1874,85,0.41,96,30,1730,76
2,9,60,0.1,0.05,892.74,0.274533,0.746843,0.23,103,28,1874,85,0.41,96,30,1730,76
2,9,60,0.11,0.05,882.643,0.274533,0.746843,0.23,103,28,1874,85,0.41,96,30,1730,76
2,9,60,0.12,0.05,875.498,0.274533,0.746843,0.23,103,28,1874,85,0.41,96,30,1730,76
2,9,60,0.13,0.05,869.689,0.274533,0.746843,0.23,103,28,1874,85,0.41,96,30,1730,76
2,9,60,0.15,0.05,858.933,0.274533,0.746843,0.23,103,28,1874,85,0.41,96,30,1730,76
2,9,60,0.17,0.05,849.291,0.274533,0.746843,0.23,103,28,1874,85,0.41,96,30,1730,76
2,9,60,0.2,0.05,836.814,0.274533,0.746843,0.23,103,28,1874,85,0.41,96,30,1730,76
2,9,120,0.01,0.05,3173.02,1.16093,-0.0705313,0.23,103,28,1874,85,0.41,96,30,1730,76
2,9,120,0.02,0.05,3356.06,1.23982,-0.143277,0.23,103,28,1874,85,0.41,96,30,1730,76
2,9,120,0.03,0.05,3522.35,1.32045,-0.217633,0.23,103,28,1874,85,0.41,96,30,1730,76
2,9,120,0.05,0.05,3820.79,1.45899,-0.345382,0.23,103,28,1874,85,0.41,96,30,1730,76
2,9,120,0.07,0.05,3207.41,1.39096,-0.282656,0.23,103,28,1874,85,0.41,96,30,1730,76
2,9,120,0.08,0.05,2830.18,1.35706,-0.251395,0.23,103,28,1874,85,0.41,96,30,1730,76
2,9,120,0.09,0.05,1910.63,1.32193,-0.218999,0.23,103,28,1874,85,0.41,96,30,1730,76
2,9,120,0.1,0.05,877.883,0.274533,0.746843,0.23,103,28,1874,85,0.41,96,30,1730,76
2,9,120,0.11,0.05,864.86,0.274533,0.746843,0.23,103,28,1874,85,0.41,96,30,1730,76
2,9,120,0.12,0.05,854.499,0.274533,0.746843,0.23,103,28,1874,85,0.41,96,30,1730,76
2,9,120,0.13,0.05,845.168,0.274533,0.746843,0.23,103,28,1874,85,0.41,96,30,1730,76
2,9,120,0.14,0.05,836.13,0.274533,0.746843,0.23,103,28,1874,85,0.41,96,30,1730,76
2,9,120,0.15,0.05,828.788,0.274533,0.746843,0.23,103,28,1874,85,0.41,96,30,1730,76
2,9,120,0.16,0.05,821.821,0.274533,0.746843,0.23,103,28,1874,85,0.41,96,30,1730,76
2,9,120,0.17,0.05,815.187,0.274533,0.746843,0.23,103,28,1874,85,0.41,96,30,1730,76
2,9,120,0.18,0.05,808.857,0.274533,0.746843,0.23,103,28,1874,85,0.41,96,30,1730,76
2,9,120,0.19,0.05,802.798,0.274533,0.746843,0.23,103,28,1874,85,0.41,96,30,1730,76
2,9,120,0.2,0.05,796.913,0.274533,0.746843,0.23,103,28,1874,85,0.41,96,30,1730,76
2,9,180,0.03,0.05,3480.56,1.32011,-0.217316,0.23,103,28,1874,85,0.41,96,30,1730,76
2,9,180,0.04,0.05,3629.42,1.4025,-0.293298,0.23,103,28,1874,85,0.41,96,30,1730,76
2,9,180,0.05,0.05,3737.07,1.45899,-0.345382,0.23,103,28,1874,85,0.41,96,30,1730,76
