i,j,delta,beta,priority,integral,max_delta,pi,L_x,v_x,w_x,q_max_x,rho_max_x,L_y,v_y,w_y,q_max_y,rho_max_y
1,13,120,0.19,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,120,0.2,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,180,0.01,0.05,449.251,0.187706,0.0959528,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,180,0.02,0.05,395.208,0.167832,0.191669,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,180,0.03,0.05,343.194,0.147899,0.287676,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,180,0.04,0.05,293.17,0.12801,0.383465,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,180,0.05,0.05,244.797,0.108108,0.479322,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,180,0.06,0.05,198.016,0.0881987,0.575209,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,180,0.07,0.05,152.987,0.0682331,0.671369,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,180,0.08,0.05,109.501,0.0483202,0.767276,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,180,0.09,0.05,67.1572,0.0284378,0.863035,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,180,0.1,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,180,0.11,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,180,0.12,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,180,0.13,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,180,0.14,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,180,0.15,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,180,0.16,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,180,0.17,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,180,0.18,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,180,0.19,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,180,0.2,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,240,0.01,0.05,449.251,0.187706,0.0959528,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,240,0.02,0.05,395.208,0.167832,0.191669,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,240,0.03,0.05,343.194,0.147899,0.287676,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,240,0.04,0.05,293.17,0.12801,0.383465,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,240,0.05,0.05,244.797,0.108108,0.479322,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,240,0.06,0.05,198.016,0.0881987,0.575209,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,240,0.07,0.05,152.987,0.0682331,0.671369,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,240,0.08,0.05,109.501,0.0483202,0.767276,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,240,0.09,0.05,67.1572,0.0284378,0.863035,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,240,0.1,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,240,0.11,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,240,0.12,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,240,0.13,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,240,0.14,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,240,0.15,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,240,0.16,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,240,0.17,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,240,0.18,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,240,0.19,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,240,0.2,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,300,0.01,0.05,449.251,0.187706,0.0959528,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,300,0.02,0.05,395.208,0.167832,0.191669,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,300,0.03,0.05,343.194,0.147899,0.287676,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,300,0.04,0.05,293.17,0.12801,0.383465,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,300,0.05,0.05,244.797,0.108108,0.479322,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,300,0.06,0.05,198.016,0.0881987,0.575209,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,300,0.07,0.05,152.987,0.0682331,0.671369,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,300,0.08,0.05,109.501,0.0483202,0.767276,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,300,0.09,0.05,67.1572,0.0284378,0.863035,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,300,0.1,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,300,0.11,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,300,0.12,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,300,0.13,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,300,0.14,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,300,0.15,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,300,0.16,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,300,0.17,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,300,0.18,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,300,0.19,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,300,0.2,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,360,0.01,0.05,449.251,0.187706,0.0959528,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,360,0.02,0.05,395.208,0.167832,0.191669,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,360,0.03,0.05,343.194,0.147899,0.287676,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,360,0.04,0.05,293.17,0.12801,0.383465,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,360,0.05,0.05,244.797,0.108108,0.479322,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,360,0.06,0.05,198.016,0.0881987,0.575209,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,360,0.07,0.05,152.987,0.0682331,0.671369,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,360,0.08,0.05,109.501,0.0483202,0.767276,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,360,0.09,0.05,67.1572,0.0284378,0.863035,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,360,0.1,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,360,0.11,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,360,0.12,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,360,0.13,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,360,0.14,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,360,0.15,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,360,0.16,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,360,0.17,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,360,0.18,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,360,0.19,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,360,0.2,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,420,0.01,0.05,449.251,0.187706,0.0959528,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,420,0.02,0.05,395.208,0.167832,0.191669,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,420,0.03,0.05,343.194,0.147899,0.287676,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,420,0.04,0.05,293.17,0.12801,0.383465,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,420,0.05,0.05,244.797,0.108108,0.479322,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,420,0.06,0.05,198.016,0.0881987,0.575209,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,420,0.07,0.05,152.987,0.0682331,0.671369,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,420,0.08,0.05,109.501,0.0483202,0.767276,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,420,0.09,0.05,67.1572,0.0284378,0.863035,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,420,0.1,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,420,0.11,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,420,0.12,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,420,0.13,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,420,0.14,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,420,0.15,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,420,0.16,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,420,0.17,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,420,0.18,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,420,0.19,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,420,0.2,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,480,0.01,0.05,449.251,0.187706,0.0959528,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,480,0.02,0.05,395.208,0.167832,0.191669,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,480,0.03,0.05,343.194,0.147899,0.287676,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,480,0.04,0.05,293.17,0.12801,0.383465,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,480,0.05,0.05,244.797,0.108108,0.479322,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,480,0.06,0.05,198.016,0.0881987,0.575209,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,480,0.07,0.05,152.987,0.0682331,0.671369,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,480,0.08,0.05,109.501,0.0483202,0.767276,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,480,0.09,0.05,67.1572,0.0284378,0.863035,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,480,0.1,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,480,0.11,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,480,0.12,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,480,0.13,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,480,0.14,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,480,0.15,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,480,0.16,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,480,0.17,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,480,0.18,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,480,0.19,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,480,0.2,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,540,0.01,0.05,449.251,0.187706,0.0959528,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,540,0.02,0.05,395.208,0.167832,0.191669,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,540,0.03,0.05,343.194,0.147899,0.287676,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,540,0.04,0.05,293.17,0.12801,0.383465,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,540,0.05,0.05,244.797,0.108108,0.479322,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,540,0.06,0.05,198.016,0.0881987,0.575209,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,540,0.07,0.05,152.987,0.0682331,0.671369,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,540,0.08,0.05,109.501,0.0483202,0.767276,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,540,0.09,0.05,67.1572,0.0284378,0.863035,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,540,0.1,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,540,0.11,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,540,0.12,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,540,0.13,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,540,0.14,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,540,0.15,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,540,0.16,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,540,0.17,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,540,0.18,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,540,0.19,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,540,0.2,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,600,0.01,0.05,449.251,0.187706,0.0959528,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,600,0.02,0.05,395.208,0.167832,0.191669,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,600,0.03,0.05,343.194,0.147899,0.287676,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,600,0.04,0.05,293.17,0.12801,0.383465,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,600,0.05,0.05,244.797,0.108108,0.479322,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,600,0.06,0.05,198.016,0.0881987,0.575209,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,600,0.07,0.05,152.987,0.0682331,0.671369,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,600,0.08,0.05,109.501,0.0483202,0.767276,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,600,0.09,0.05,67.1572,0.0284378,0.863035,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,600,0.1,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,600,0.11,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,600,0.12,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,600,0.13,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,600,0.14,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,600,0.15,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,600,0.16,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,600,0.17,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,600,0.18,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,600,0.19,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,600,0.2,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,660,0.01,0.05,449.251,0.187706,0.0959528,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,660,0.02,0.05,395.208,0.167832,0.191669,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,660,0.03,0.05,343.194,0.147899,0.287676,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,660,0.04,0.05,293.17,0.12801,0.383465,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,660,0.05,0.05,244.797,0.108108,0.479322,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,660,0.06,0.05,198.016,0.0881987,0.575209,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,660,0.07,0.05,152.987,0.0682331,0.671369,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,660,0.08,0.05,109.501,0.0483202,0.767276,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,660,0.09,0.05,67.1572,0.0284378,0.863035,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,660,0.1,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,660,0.11,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,660,0.12,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,660,0.13,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,660,0.14,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,660,0.15,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,660,0.16,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,660,0.17,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,660,0.18,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,660,0.19,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,660,0.2,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,720,0.01,0.05,449.251,0.187706,0.0959528,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,720,0.02,0.05,395.208,0.167832,0.191669,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,720,0.03,0.05,343.194,0.147899,0.287676,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,720,0.04,0.05,293.17,0.12801,0.383465,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,720,0.05,0.05,244.797,0.108108,0.479322,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,720,0.06,0.05,198.016,0.0881987,0.575209,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,720,0.07,0.05,152.987,0.0682331,0.671369,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,720,0.08,0.05,109.501,0.0483202,0.767276,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,720,0.09,0.05,67.1572,0.0284378,0.863035,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,720,0.1,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,720,0.11,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,720,0.12,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,720,0.13,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,720,0.14,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,720,0.15,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,720,0.16,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,720,0.17,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,720,0.18,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,720,0.19,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
1,13,720,0.2,0.05,11.4521,0.0108892,0.947555,0.61,103,40,1933,67,0.51,103,29,1805,80
2,3,60,0.01,0.05,505.463,0.207628,0,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,60,0.02,0.05,505.425,0.207628,0,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,60,0.03,0.05,505.395,0.207628,0,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,60,0.04,0.05,505.37,0.207628,0,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,60,0.05,0.05,505.347,0.207628,0,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,60,0.06,0.05,505.325,0.207628,0,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,60,0.07,0.05,505.305,0.207628,-1.33679e-16,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,60,0.08,0.05,505.284,0.207628,0,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,60,0.09,0.05,505.265,0.207628,0,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,60,0.1,0.05,505.245,0.207628,0,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,60,0.11,0.05,505.226,0.207628,0,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,60,0.12,0.05,505.207,0.207628,0,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,60,0.13,0.05,505.189,0.207628,0,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,60,0.14,0.05,505.171,0.207628,0,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,60,0.15,0.05,505.153,0.207628,-4.01037e-16,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,60,0.16,0.05,505.135,0.207628,-4.01037e-16,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,60,0.17,0.05,505.118,0.207628,0,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,60,0.18,0.05,505.101,0.207628,0,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,60,0.19,0.05,505.085,0.207628,0,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,60,0.2,0.05,505.069,0.207628,0,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,120,0.01,0.05,505.445,0.207628,0,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,120,0.02,0.05,505.387,0.207628,0,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,120,0.03,0.05,505.339,0.207628,0,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,120,0.04,0.05,505.296,0.207628,0,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,120,0.05,0.05,505.256,0.207628,0,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,120,0.06,0.05,505.218,0.207628,0,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,120,0.07,0.05,505.181,0.207628,-1.33679e-16,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,120,0.08,0.05,505.145,0.207628,0,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,120,0.09,0.05,505.11,0.207628,0,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,120,0.1,0.05,505.076,0.207628,0,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,120,0.11,0.05,505.042,0.207628,0,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,120,0.12,0.05,505.008,0.207628,0,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,120,0.13,0.05,504.975,0.207628,0,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,120,0.14,0.05,504.943,0.207628,0,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,120,0.15,0.05,504.91,0.207628,-4.01037e-16,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,120,0.16,0.05,504.879,0.207628,-4.01037e-16,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,120,0.17,0.05,504.848,0.207628,0,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,120,0.18,0.05,504.817,0.207628,0,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,120,0.19,0.05,504.787,0.207628,0,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,120,0.2,0.05,504.757,0.207628,0,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,180,0.01,0.05,505.432,0.207628,0,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,180,0.02,0.05,505.36,0.207628,0,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,180,0.03,0.05,505.299,0.207628,0,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,180,0.04,0.05,505.245,0.207628,0,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,180,0.05,0.05,505.193,0.207628,0,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,180,0.06,0.05,505.143,0.207628,0,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,180,0.07,0.05,505.095,0.207628,-1.33679e-16,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,180,0.08,0.05,505.048,0.207628,0,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,180,0.09,0.05,505.002,0.207628,0,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,180,0.1,0.05,504.956,0.207628,0,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,180,0.11,0.05,504.911,0.207628,0,0.23,103,37,1976,73,0.34,103,33,1744,70
2,3,180,0.12,0.05,504.867,0.207628,0,0.23,103,37,1976,73,0.34,103,33,1744,70
