i,j,delta,beta,priority,integral,max_delta,pi,L_x,v_x,w_x,q_max_x,rho_max_x,L_y,v_y,w_y,q_max_y,rho_max_y
7,11,300,0.15,0.05,505.38,0.207628,8.01272e-13,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,300,0.16,0.05,505.375,0.207628,8.55011e-13,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,300,0.17,0.05,505.37,0.207628,9.08349e-13,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,300,0.18,0.05,505.365,0.207628,9.62222e-13,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,300,0.19,0.05,505.36,0.207628,1.01623e-12,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,300,0.2,0.05,505.355,0.207628,1.0701e-12,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,360,0.01,0.05,505.495,0.207628,3.21145e-06,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,360,0.02,0.05,505.483,0.207627,6.4239e-06,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,360,0.03,0.05,505.472,0.207626,9.63735e-06,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,360,0.04,0.05,505.462,0.207626,1.28518e-05,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,360,0.05,0.05,505.452,0.207625,1.60673e-05,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,360,0.06,0.05,505.442,0.207624,1.92837e-05,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,360,0.07,0.05,505.434,0.207624,2.25012e-05,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,360,0.08,0.05,505.427,0.207623,2.57196e-05,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,360,0.09,0.05,505.42,0.207622,2.89391e-05,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,360,0.1,0.05,505.414,0.207622,3.21596e-05,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,360,0.11,0.05,505.408,0.207621,3.53811e-05,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,360,0.12,0.05,505.403,0.20762,3.86035e-05,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,360,0.13,0.05,505.397,0.20762,4.1827e-05,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,360,0.14,0.05,505.392,0.207619,4.50515e-05,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,360,0.15,0.05,505.387,0.207618,4.8277e-05,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,360,0.16,0.05,505.382,0.207618,5.15035e-05,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,360,0.17,0.05,505.377,0.207617,5.4731e-05,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,360,0.18,0.05,505.373,0.207616,5.79596e-05,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,360,0.19,0.05,505.368,0.207616,6.11891e-05,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,360,0.2,0.05,505.363,0.207615,6.44196e-05,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,420,0.01,0.05,505.495,0.207628,2.67358e-16,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,420,0.02,0.05,505.483,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,420,0.03,0.05,505.472,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,420,0.04,0.05,505.462,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,420,0.05,0.05,505.456,0.207628,-2.67358e-16,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,420,0.06,0.05,505.449,0.207628,-2.67358e-16,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,420,0.07,0.05,505.444,0.207628,2.67358e-16,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,420,0.08,0.05,505.438,0.207628,5.34716e-16,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,420,0.09,0.05,505.433,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,420,0.1,0.05,505.428,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,420,0.11,0.05,505.422,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,420,0.12,0.05,505.417,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,420,0.13,0.05,505.412,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,420,0.14,0.05,505.408,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,420,0.15,0.05,505.403,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,420,0.16,0.05,505.398,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,420,0.17,0.05,505.394,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,420,0.18,0.05,505.39,0.207628,2.67358e-16,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,420,0.19,0.05,505.385,0.207628,5.34716e-16,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,420,0.2,0.05,505.381,0.207628,1.06943e-15,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,480,0.01,0.05,505.495,0.207628,2.67358e-16,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,480,0.02,0.05,505.484,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,480,0.03,0.05,505.474,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,480,0.04,0.05,505.464,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,480,0.05,0.05,505.456,0.207628,-2.67358e-16,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,480,0.06,0.05,505.448,0.207628,-2.67358e-16,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,480,0.07,0.05,505.442,0.207628,2.67358e-16,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,480,0.08,0.05,505.435,0.207628,5.34716e-16,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,480,0.09,0.05,505.429,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,480,0.1,0.05,505.422,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,480,0.11,0.05,505.416,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,480,0.12,0.05,505.411,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,480,0.13,0.05,505.405,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,480,0.14,0.05,505.399,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,480,0.15,0.05,505.394,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,480,0.16,0.05,505.389,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,480,0.17,0.05,505.384,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,480,0.18,0.05,505.378,0.207628,2.67358e-16,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,480,0.19,0.05,505.373,0.207628,5.34716e-16,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,480,0.2,0.05,505.369,0.207628,1.06943e-15,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,540,0.01,0.05,505.494,0.207628,2.67358e-16,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,540,0.02,0.05,505.481,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,540,0.03,0.05,505.47,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,540,0.04,0.05,505.459,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,540,0.05,0.05,505.448,0.207628,-2.67358e-16,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,540,0.06,0.05,505.437,0.207628,-2.67358e-16,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,540,0.07,0.05,505.426,0.207628,2.67358e-16,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,540,0.08,0.05,505.415,0.207628,5.34716e-16,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,540,0.09,0.05,505.406,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,540,0.1,0.05,505.397,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,540,0.11,0.05,505.39,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,540,0.12,0.05,505.382,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,540,0.13,0.05,505.376,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,540,0.14,0.05,505.37,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,540,0.15,0.05,505.364,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,540,0.16,0.05,505.358,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,540,0.17,0.05,505.353,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,540,0.18,0.05,505.347,0.207628,2.67358e-16,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,540,0.19,0.05,505.342,0.207628,5.34716e-16,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,540,0.2,0.05,505.337,0.207628,1.06943e-15,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,600,0.01,0.05,505.493,0.207628,2.67358e-16,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,600,0.02,0.05,505.479,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,600,0.03,0.05,505.465,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,600,0.04,0.05,505.452,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,600,0.05,0.05,505.44,0.207628,-2.67358e-16,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,600,0.06,0.05,505.429,0.207628,-2.67358e-16,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,600,0.07,0.05,505.42,0.207628,2.67358e-16,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,600,0.08,0.05,505.412,0.207628,5.34716e-16,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,600,0.09,0.05,505.405,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,600,0.1,0.05,505.398,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,600,0.11,0.05,505.391,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,600,0.12,0.05,505.385,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,600,0.13,0.05,505.379,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,600,0.14,0.05,505.374,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,600,0.15,0.05,505.369,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,600,0.16,0.05,505.363,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,600,0.17,0.05,505.358,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,600,0.18,0.05,505.353,0.207628,2.67358e-16,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,600,0.19,0.05,505.348,0.207628,5.34716e-16,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,600,0.2,0.05,505.344,0.207628,1.06943e-15,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,660,0.01,0.05,505.496,0.207628,2.67358e-16,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,660,0.02,0.05,505.489,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,660,0.03,0.05,505.483,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,660,0.04,0.05,505.477,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,660,0.05,0.05,505.471,0.207628,-2.67358e-16,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,660,0.06,0.05,505.465,0.207628,-2.67358e-16,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,660,0.07,0.05,505.46,0.207628,2.67358e-16,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,660,0.08,0.05,505.454,0.207628,5.34716e-16,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,660,0.09,0.05,505.449,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,660,0.1,0.05,505.443,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,660,0.11,0.05,505.438,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,660,0.12,0.05,505.433,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,660,0.13,0.05,505.428,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,660,0.14,0.05,505.423,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,660,0.15,0.05,505.418,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,660,0.16,0.05,505.413,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,660,0.17,0.05,505.409,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,660,0.18,0.05,505.404,0.207628,2.67358e-16,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,660,0.19,0.05,505.399,0.207628,5.34716e-16,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,660,0.2,0.05,505.395,0.207628,1.06943e-15,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,720,0.01,0.05,505.492,0.207628,2.67358e-16,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,720,0.02,0.05,505.477,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,720,0.03,0.05,505.462,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,720,0.04,0.05,505.449,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,720,0.05,0.05,505.436,0.207628,-2.67358e-16,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,720,0.06,0.05,505.424,0.207628,-2.67358e-16,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,720,0.07,0.05,505.412,0.207628,2.67358e-16,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,720,0.08,0.05,505.403,0.207628,5.34716e-16,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,720,0.09,0.05,505.395,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,720,0.1,0.05,505.387,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,720,0.11,0.05,505.38,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,720,0.12,0.05,505.373,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,720,0.13,0.05,505.366,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,720,0.14,0.05,505.36,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,720,0.15,0.05,505.354,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,720,0.16,0.05,505.348,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,720,0.17,0.05,505.342,0.207628,0,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,720,0.18,0.05,505.336,0.207628,2.67358e-16,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,720,0.19,0.05,505.33,0.207628,5.34716e-16,0.59,104,36,1848,70,0.7,103,33,1878,76
7,11,720,0.2,0.05,505.325,0.207628,1.06943e-15,0.59,104,36,1848,70,0.7,103,33,1878,76
7,12,60,0.01,0.05,521.607,0.212923,-0.0255004,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,60,0.02,0.05,543.348,0.219502,-0.0571871,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,60,0.03,0.05,566.54,0.22537,-0.0854506,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,60,0.04,0.05,589.944,0.230349,-0.109428,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,60,0.05,0.05,612.993,0.234029,-0.127155,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,60,0.06,0.05,619.031,0.236757,-0.140294,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,60,0.07,0.05,623.884,0.23902,-0.151193,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,60,0.08,0.05,626.648,0.239434,-0.153186,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,60,0.09,0.05,629.593,0.239555,-0.153767,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,60,0.1,0.05,632.809,0.239556,-0.153772,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,60,0.11,0.05,634.658,0.239569,-0.153834,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,60,0.12,0.05,636.088,0.239569,-0.153834,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,60,0.13,0.05,637.365,0.239567,-0.153827,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,60,0.14,0.05,638.139,0.239567,-0.153827,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,60,0.15,0.05,638.699,0.239565,-0.153815,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,60,0.16,0.05,639.223,0.239566,-0.153819,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,60,0.17,0.05,639.867,0.239569,-0.153834,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,60,0.18,0.05,640.25,0.239566,-0.15382,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,60,0.19,0.05,640.532,0.239569,-0.153834,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,60,0.2,0.05,640.835,0.239569,-0.153834,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,120,0.01,0.05,521.816,0.212947,-0.0256161,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,120,0.02,0.05,543.471,0.219514,-0.0572437,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,120,0.03,0.05,566.551,0.225295,-0.0850895,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,120,0.04,0.05,589.777,0.22947,-0.105196,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,120,0.05,0.05,610.693,0.234004,-0.127034,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,120,0.06,0.05,616.407,0.237958,-0.146075,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,120,0.07,0.05,622.62,0.23902,-0.151194,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,120,0.08,0.05,625.738,0.239403,-0.153037,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,120,0.09,0.05,628.648,0.239555,-0.15377,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,120,0.1,0.05,631.81,0.239555,-0.153768,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,120,0.11,0.05,633.707,0.239569,-0.153834,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,120,0.12,0.05,635.188,0.239568,-0.153832,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,120,0.13,0.05,636.347,0.239564,-0.15381,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,120,0.14,0.05,637.346,0.239568,-0.153831,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,120,0.15,0.05,637.932,0.239566,-0.153819,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,120,0.16,0.05,638.39,0.239565,-0.153816,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,120,0.17,0.05,638.873,0.239569,-0.153834,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,120,0.18,0.05,639.246,0.239569,-0.153834,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,120,0.19,0.05,639.698,0.239569,-0.153834,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,120,0.2,0.05,640.012,0.239569,-0.153834,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,180,0.01,0.05,521.981,0.213043,-0.0260766,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,180,0.02,0.05,543.664,0.219505,-0.0572008,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,180,0.03,0.05,566.714,0.225245,-0.0848466,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,180,0.04,0.05,589.712,0.229618,-0.105906,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,180,0.05,0.05,608.818,0.233856,-0.12632,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,180,0.06,0.05,613.787,0.238147,-0.146989,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,180,0.07,0.05,619.765,0.23902,-0.151193,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,180,0.08,0.05,624.656,0.239404,-0.15304,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,180,0.09,0.05,627.608,0.239559,-0.153788,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,180,0.1,0.05,630.777,0.239561,-0.153795,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,180,0.11,0.05,632.937,0.239555,-0.153769,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,180,0.12,0.05,634.237,0.239569,-0.153834,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,180,0.13,0.05,635.461,0.239558,-0.153784,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,180,0.14,0.05,636.343,0.239566,-0.15382,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,180,0.15,0.05,637.024,0.239564,-0.153812,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,180,0.16,0.05,637.657,0.239567,-0.153824,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,180,0.17,0.05,638.11,0.239568,-0.153832,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,180,0.18,0.05,638.412,0.239569,-0.153834,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,180,0.19,0.05,638.779,0.239569,-0.153834,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,180,0.2,0.05,639.074,0.239569,-0.153834,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,240,0.01,0.05,522.128,0.212932,-0.0255417,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,240,0.02,0.05,543.845,0.219504,-0.0571945,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,240,0.03,0.05,566.97,0.22521,-0.0846789,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,240,0.04,0.05,589.852,0.229478,-0.105235,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,240,0.05,0.05,607.078,0.23394,-0.126723,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,240,0.06,0.05,611.515,0.238178,-0.147134,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,240,0.07,0.05,616.835,0.239546,-0.153726,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,240,0.08,0.05,622.249,0.239491,-0.153461,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,240,0.09,0.05,626.203,0.239422,-0.153125,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,240,0.1,0.05,629.696,0.239555,-0.153769,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,240,0.11,0.05,631.988,0.239556,-0.153774,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,240,0.12,0.05,633.376,0.239562,-0.153803,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,240,0.13,0.05,634.46,0.239568,-0.153829,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,240,0.14,0.05,635.463,0.239565,-0.153818,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,240,0.15,0.05,636.06,0.239569,-0.153834,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,240,0.16,0.05,636.722,0.239563,-0.153807,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,240,0.17,0.05,637.328,0.239568,-0.153832,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,240,0.18,0.05,637.618,0.239563,-0.153808,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,240,0.19,0.05,637.994,0.239569,-0.153834,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,240,0.2,0.05,638.267,0.239569,-0.153834,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,300,0.01,0.05,522.262,0.213118,-0.0264393,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,300,0.02,0.05,544.037,0.219571,-0.0575171,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,300,0.03,0.05,567.245,0.225243,-0.0848385,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,300,0.04,0.05,589.887,0.229537,-0.105519,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,300,0.05,0.05,605.555,0.233966,-0.126847,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,300,0.06,0.05,609.567,0.238047,-0.146503,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,300,0.07,0.05,614.295,0.23941,-0.15307,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,300,0.08,0.05,619.451,0.239544,-0.153713,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,300,0.09,0.05,624.011,0.239431,-0.153173,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,300,0.1,0.05,628.109,0.239421,-0.153124,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,300,0.11,0.05,630.836,0.239556,-0.153772,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,300,0.12,0.05,632.645,0.239555,-0.153768,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,300,0.13,0.05,633.622,0.239553,-0.153757,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,300,0.14,0.05,634.428,0.239553,-0.153758,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,300,0.15,0.05,635.215,0.239569,-0.153834,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,300,0.16,0.05,635.74,0.239569,-0.153834,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,300,0.17,0.05,636.331,0.239567,-0.153825,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,300,0.18,0.05,636.772,0.239569,-0.153834,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,300,0.19,0.05,637.214,0.239569,-0.153834,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,300,0.2,0.05,637.539,0.239569,-0.153834,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,360,0.01,0.05,522.388,0.212955,-0.0256522,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,360,0.02,0.05,544.279,0.220135,-0.0602345,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,360,0.03,0.05,567.279,0.225955,-0.0882671,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,360,0.04,0.05,588.931,0.229649,-0.106056,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,360,0.05,0.05,604.152,0.234044,-0.127226,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,360,0.06,0.05,607.845,0.238057,-0.146553,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,360,0.07,0.05,612.048,0.239168,-0.151904,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,360,0.08,0.05,616.761,0.239433,-0.15318,0.59,104,36,1848,70,0.53,104,34,1775,70
7,12,360,0.09,0.05,621.703,0.239434,-0.153183,0.59,104,36,1848,70,0.53,104,34,1775,70
